event_id,event_name,event_type,event_category,venue_name,area,city,country,latitude,longitude,venue_capacity,venue_transport_score,venue_nearby_bars,venue_parking_spaces,avg_taxi_wait_pre_event_mins,venue_historical_perf_index,event_date,day_of_week,day_of_week_num,month,season,start_hour,start_minute,end_hour,duration_hours,is_weekend,is_public_holiday,is_detty_december,expected_attendance,attendance_fill_rate,pre_book_ride_rate,base_ride_seeking_rate,weather_condition,weather_ride_uplift,weather_att_impact,social_buzz_score,nearby_competing_events,driver_supply_index,fuel_availability_index,road_congestion_index,security_index,power_reliability_index,public_transport_disruption,tube_strike_active,actual_ride_requests,demand_score,demand_level,drivers_needed,optimal_radius_meters,peak_booking_window_mins,driver_acted_on_prediction,driver_feedback_score,is_late_night_end,is_evening_end,weekend_late_night,transport_crowd_pressure,rain_late_night,infrastructure_stress,uk_disruption_score,buzz_capacity_ratio,competition_pressure,driver_supply_gap,log_attendance,end_time_period
EVT06263,Presidential Townhall,Political Rally,Politics,Tafawa Balewa Square,Lagos Island,Lagos,Nigeria,6.454492,3.394339,50000,8,6,2000,5,1.033,2023-07-02,Sunday,6,7,Rainy,13,0,15,2.9,1,0,0,28350,0.567,0.038,0.246,Humid,1.08,0.97,2.4,3,0.656,0.55,0.88,1.0,1.0,0,0,3441,63.39,High,1062,426,32,1,0.67,0,0,0,1.134,0.0,0.222,0.0,0.203,0.42,0.344,10.2524,Afternoon
EVT00663,Campaign Rally,Political Rally,Politics,Transcorp Hilton Events,Maitama,Abuja,Nigeria,9.067151,7.483972,2000,8,6,400,8,1.098,2024-01-27,Saturday,5,1,Harmattan,17,45,20,3.1,1,0,0,1733,0.8665,0.047,0.279,Clear,1.0,1.0,64.4,0,0.316,0.4,1.0,0.85,0.75,0,0,211,4.58,Low,45,217,29,0,,0,1,0,1.733,0.0,0.2775,0.0,7.4872,0.0,0.684,7.4582,Evening
EVT04547,Lovebox,Music Festival,Music,MUSON Centre,Onikan,Lagos,Nigeria,6.454496,3.399059,1200,7,5,200,8,1.102,2023-02-21,Tuesday,1,2,Harmattan,18,15,0,6.5,0,0,0,807,0.6725,0.183,0.475,Light Rain,1.3,0.88,8.8,0,0.358,0.9,0.55,1.0,0.75,0,0,488,16.76,Low,97,422,18,1,0.826,1,0,0,2.0175,1.3,0.1975,0.0,1.0876,0.0,0.642,6.6946,Late Night
EVT02552,Wedding Gala Night,Wedding,Private,Emirates Stadium,Holloway,London,UK,51.554921,-0.109085,60260,9,22,2500,4,0.889,2024-11-11,Monday,0,11,Autumn,18,30,23,5.8,0,0,0,44434,0.7374,0.567,0.594,Light Rain,1.22,0.94,20.1,3,0.272,1.0,1.0,1.0,1.0,0,0,22705,92.87,Very High,5168,166,17,0,,1,0,0,0.7374,1.22,0.0,0.0,1.6741,0.42,0.728,10.7018,Night
EVT05788,Wedding Gala Night,Wedding,Private,Old Trafford,Trafford,Manchester,UK,53.46336,-2.2919,74310,8,15,8000,5,1.051,2023-05-17,Wednesday,2,5,Spring,20,15,0,4.8,0,0,0,68329,0.9195,0.586,0.622,Overcast,1.04,0.98,14.6,0,0.496,1.0,1.0,1.0,1.0,0,0,68528,99.5,Very High,18119,171,11,1,0.893,1,0,0,1.839,1.04,0.0,0.0,1.1952,0.0,0.504,11.1321,Late Night
EVT14761,Wicked,Theatre Show,Arts,Royal Albert Hall,Kensington,London,UK,51.501177,-0.177532,5272,9,12,200,5,0.926,2023-04-29,Saturday,5,4,Spring,20,45,22,2.2,1,0,0,3609,0.6846,0.344,0.458,Heavy Rain,1.42,0.85,,1,0.033,1.0,1.0,1.0,1.0,0,0,2132,52.51,High,428,62,10,0,,1,0,1,0.6846,1.42,0.0,0.0,3.9184,0.12,0.967,8.1915,Night
EVT07248,Headies Awards,Awards Ceremony,Entertainment,Landmark Event Centre,Victoria Island,Lagos,Nigeria,6.435028,3.421924,3000,7,8,500,10,1.038,2024-08-24,Saturday,5,8,Rainy,18,45,22,4.4,1,0,0,2155,0.7183,0.326,0.653,Light Rain,1.3,0.88,17.1,0,0.828,1.0,1.0,1.0,0.9,0,0,2074,51.84,High,444,235,15,1,0.584,1,0,1,2.1549,1.3,0.0,0.0,1.8986,0.0,0.172,7.676,Night
EVT01185,Stand Up Night,Comedy Show,Entertainment,Abuja Velodrome,Wuse,Abuja,Nigeria,9.069404,7.489784,5000,6,4,800,14,1.085,2024-09-17,Tuesday,1,9,Rainy,20,45,22,2.8,0,0,0,3730,0.746,0.17,0.399,Clear,1.0,1.0,5.1,0,0.662,0.8,0.75,0.85,1.0,0,0,1640,45.95,Medium,298,223,18,0,,1,0,0,2.984,1.0,0.205,0.0,0.5359,0.0,0.338,8.2244,Night
EVT08356,International Food Fair,Food Festival,Lifestyle,Brixton Academy,Brixton,London,UK,51.465523,-0.114278,5000,9,30,50,5,1.24,2023-07-12,Wednesday,2,7,Summer,18,15,22,4.6,0,0,0,3023,0.6046,0.078,0.201,Light Rain,1.22,0.94,12.0,2,0.813,1.0,0.88,1.0,1.0,0,0,918,30.97,Medium,263,61,20,0,,1,0,0,0.6046,1.22,0.0,0.0,1.2608,0.26,0.187,8.0143,Night
EVT11023,Charity 10K Run,Marathon/Run,Sports,Wembley Stadium,Wembley,London,UK,51.556237,-0.279833,90000,9,25,10000,3,1.161,2024-04-21,Sunday,6,4,Spring,9,15,13,4.5,1,0,0,52528,0.5836,0.172,0.364,Heavy Rain,1.42,0.85,39.6,0,0.709,1.0,0.88,1.0,1.0,0,0,29347,95.35,Very High,5609,187,31,0,,0,0,0,0.5836,0.0,0.0,0.0,3.1916,0.0,0.291,10.8691,Midday
EVT03029,Headies Awards,Awards Ceremony,Entertainment,Terra Kulture Arena,Victoria Island,Lagos,Nigeria,6.430175,3.422736,800,7,9,100,8,1.079,2024-05-03,Friday,4,5,Rainy,19,15,23,4.3,0,0,0,750,0.9375,0.504,0.763,Humid,1.08,0.97,35.3,1,0.575,1.0,0.5,0.85,1.0,0,0,582,20.47,Low,119,229,16,1,0.614,1,0,0,2.8125,1.08,0.2125,0.0,4.5928,0.12,0.425,6.6214,Night
EVT00150,MMA Clash,Boxing/MMA Event,Sports,Resorts World Arena,NEC,Birmingham,UK,52.451424,-1.725491,16000,8,8,6000,6,1.054,2023-09-09,Saturday,5,9,Autumn,21,45,0,3.3,1,0,0,13655,0.8534,0.178,0.364,Light Rain,1.22,0.94,25.0,0,0.159,1.0,1.0,1.0,1.0,0,0,6901,77.58,Very High,1160,161,19,1,,1,0,1,1.7068,1.22,0.0,0.0,2.3407,0.0,0.841,9.5219,Late Night
EVT09178,Eyo Festival,Cultural Festival,Culture,MUSON Centre,Onikan,Lagos,Nigeria,6.454583,3.399432,1200,7,5,200,8,1.102,2024-08-12,Monday,0,8,Rainy,18,45,22,4.2,0,0,0,537,0.4475,0.034,0.238,Light Rain,1.3,0.88,42.4,0,0.178,0.55,0.55,1.0,0.75,0,0,88,0.5,Low,15,257,16,1,0.635,1,0,0,1.3425,1.3,0.3375,0.0,5.2404,0.0,0.822,6.2879,Night
EVT13630,Tech Summit,Conference,Business,Resorts World Arena,NEC,Birmingham,UK,52.45178,-1.726213,16000,8,8,6000,6,1.054,2024-04-23,Tuesday,1,4,Spring,8,0,17,9.1,0,0,0,7904,0.494,0.49,0.515,Drizzle,1.14,0.96,9.3,3,0.169,1.0,0.88,1.0,1.0,0,0,3333,62.68,High,904,197,47,1,0.809,0,0,0,0.988,0.0,0.0,0.0,0.8708,0.42,0.831,8.9753,Afternoon
EVT13922,Les Misérables,Theatre Show,Arts,Etihad Stadium,East Manchester,Manchester,UK,53.482316,-2.20026,53400,8,10,5000,5,0.831,2024-09-26,Thursday,3,9,Autumn,19,30,21,2.2,0,0,0,27552,0.516,0.315,0.385,Snow,1.65,0.7,25.4,3,0.543,1.0,1.0,1.0,1.0,0,0,7907,80.04,Very High,1702,237,21,1,0.723,0,1,0,1.032,0.0,0.0,0.0,2.137,0.42,0.457,10.2239,Evening
EVT11683,Lagos Fashion Week,Fashion Show,Lifestyle,International Conference Centre Abuja,CBD,Abuja,Nigeria,9.057781,7.49434,3000,7,5,500,10,0.944,2023-03-16,Thursday,3,3,Dry,18,15,21,3.5,0,0,0,1550,0.5167,0.349,0.663,Heavy Rain,1.55,0.72,27.2,1,0.951,1.0,0.75,1.0,0.9,0,0,1743,47.66,Medium,535,259,31,0,,0,1,0,1.5501,0.0,0.0875,0.0,3.02,0.12,0.049,7.3467,Evening
EVT09858,Lagos Comedy Festival,Comedy Show,Entertainment,Old Trafford,Trafford,Manchester,UK,53.462822,-2.290535,74310,8,15,8000,5,1.051,2024-08-11,Sunday,6,8,Summer,20,45,22,2.4,1,0,0,58416,0.7861,0.162,0.42,Overcast,1.04,0.98,24.7,2,0.181,1.0,0.88,1.0,1.0,0,0,20224,91.83,Very High,5488,234,20,1,0.942,1,0,1,1.5722,1.04,0.0,0.0,2.0219,0.26,0.819,10.9754,Night
EVT13069,Headies Awards,Awards Ceremony,Entertainment,Tottenham Hotspur Stadium,Tottenham,London,UK,51.605043,-0.067022,62850,8,30,3000,5,1.017,2023-02-24,Friday,4,2,Winter,21,0,0,3.4,0,0,0,46419,0.7386,0.376,0.779,Overcast,1.04,0.98,27.7,1,0.161,1.0,1.0,1.0,1.0,0,0,36000,97.01,Very High,10514,192,11,1,0.898,1,0,0,1.4772,1.04,0.0,0.0,2.299,0.12,0.839,10.7455,Late Night
EVT00985,Burna Boy World Tour,Concert,Music,Etihad Stadium,East Manchester,Manchester,UK,53.483759,-2.200632,53400,8,10,5000,5,0.831,2023-03-12,Sunday,6,3,Spring,22,45,0,2.5,1,0,0,29924,0.5604,0.109,0.416,Clear,1.0,1.0,22.5,0,0.328,1.0,0.88,1.0,1.0,0,0,14635,88.43,Very High,2680,232,9,1,0.903,1,0,1,1.1208,1.0,0.0,0.0,1.893,0.0,0.672,10.3064,Late Night
EVT03476,Design Week,Exhibition,Arts,ExCeL London,Royal Docks,London,UK,51.50765,0.036164,15000,8,6,2000,7,0.96,2023-11-13,Monday,0,11,Autumn,15,15,19,4.2,0,0,0,6279,0.4186,0.146,0.217,Light Rain,1.22,0.94,26.3,1,0.187,1.0,1.0,1.0,1.0,0,0,1457,42.88,Medium,257,237,25,0,,0,1,0,0.8372,0.0,0.0,0.0,2.4774,0.12,0.813,8.7451,Evening
EVT08545,An Evening with Ayra Starr,Concert,Music,Manchester Central,City Centre,Manchester,UK,53.475285,-2.242394,10000,9,38,500,4,0.784,2023-12-06,Wednesday,2,12,Winter,19,0,22,3.7,0,0,1,7833,0.7833,0.178,0.362,Overcast,1.04,0.98,85.2,0,0.39,1.0,0.88,1.0,1.0,0,0,3019,60.44,High,526,220,12,1,0.627,1,0,0,0.7833,1.04,0.0,0.0,8.3444,0.0,0.61,8.9662,Night
EVT06528,London Marathon,Marathon/Run,Sports,Roundhouse Camden,Camden,London,UK,51.542354,-0.152471,3300,9,35,80,4,0.992,2024-03-02,Saturday,5,3,Spring,10,30,13,3.8,1,0,0,2486,0.7533,0.199,0.354,Light Rain,1.22,0.94,34.4,0,0.089,1.0,1.0,1.0,1.0,0,0,727,25.39,Medium,150,125,26,0,,0,0,0,0.7533,0.0,0.0,0.0,3.7794,0.0,0.911,7.8188,Midday
EVT13551,AI & Fintech Forum,Tech Summit,Business,Emirates Stadium,Holloway,London,UK,51.554829,-0.108655,60260,9,22,2500,4,0.889,2023-06-13,Tuesday,1,6,Summer,9,45,17,8.1,0,0,0,37563,0.6233,0.357,0.499,Clear,1.0,1.0,6.5,0,0.663,1.0,0.75,1.0,1.0,0,0,15983,89.29,Very High,4036,213,48,1,0.919,0,0,0,0.6233,0.0,0.0,0.0,0.5414,0.0,0.337,10.5338,Afternoon
EVT12240,Tottenham vs Man City Derby,Football Match,Sports,Royal Albert Hall,Kensington,London,UK,51.501441,-0.176657,5272,9,12,200,5,0.926,2024-08-29,Thursday,3,8,Summer,16,0,18,2.3,0,0,0,4090,0.7758,0.087,0.207,Overcast,1.04,0.98,83.6,2,0.398,1.0,1.0,1.0,1.0,0,0,599,21.09,Low,175,80,19,0,,0,1,0,0.7758,0.0,0.0,0.0,8.7353,0.26,0.602,8.3165,Evening
EVT07964,Africa Business Forum,Conference,Business,Oriental Hotel Lagos,Victoria Island,Lagos,Nigeria,6.429054,3.418522,1500,7,7,250,9,0.954,2024-12-14,Saturday,5,12,Harmattan,8,0,17,9.8,1,0,1,1457,0.9713,0.265,0.496,Clear,1.0,1.0,15.7,2,0.873,0.8,0.88,1.0,0.9,0,0,685,24.02,Low,139,198,31,1,0.679,0,0,0,2.9139,0.0,0.122,0.0,1.8884,0.26,0.127,7.2848,Afternoon
EVT12889,Afrorave,Club Night,Nightlife,O2 Arena,Greenwich,London,UK,51.50315,0.003398,20000,9,18,3000,4,1.084,2024-12-28,Saturday,5,12,Winter,22,45,5,7.6,1,0,1,18619,0.931,0.065,0.588,Light Rain,1.22,0.94,20.1,4,0.232,1.0,0.75,1.0,1.0,0,0,3096,60.95,High,560,268,29,1,0.509,1,0,1,0.931,1.22,0.0,0.0,1.8434,0.6,0.768,9.832,Late Night
EVT06809,The Lion King,Theatre Show,Arts,Eagle Square Abuja,Central Area,Abuja,Nigeria,9.057221,7.491097,20000,7,3,2000,12,0.884,2023-04-21,Friday,4,4,Dry,19,30,21,2.8,0,0,0,7478,0.3739,0.284,0.554,Storm,1.8,0.55,2.4,0,0.387,1.0,1.0,1.0,0.9,0,0,5672,73.45,High,1020,364,28,1,0.605,0,1,0,1.1217,0.0,0.0,0.0,0.2201,0.0,0.613,8.9199,Evening
EVT09038,Africa Fashion International,Fashion Show,Lifestyle,Resorts World Arena,NEC,Birmingham,UK,52.452094,-1.725611,16000,8,8,6000,6,1.054,2024-09-22,Sunday,6,9,Autumn,18,15,21,3.7,1,0,0,12992,0.812,0.414,0.495,Light Rain,1.22,0.94,69.6,3,0.525,1.0,1.0,1.0,1.0,0,0,7211,78.37,Very High,1269,172,35,1,0.825,0,1,0,1.624,0.0,0.0,0.0,6.5166,0.42,0.475,9.4722,Evening
EVT12990,End of Year Party,New Year Party,Nightlife,Alexandra Palace,Wood Green,London,UK,51.594375,-0.108211,10500,8,8,1200,6,1.116,2024-03-06,Wednesday,2,3,Spring,21,45,4,7.5,0,0,0,9192,0.8754,0.167,0.758,Drizzle,1.14,0.96,23.3,1,0.63,1.0,0.75,1.0,1.0,0,0,10431,84.3,Very High,1917,224,14,0,,1,0,0,1.7508,1.14,0.0,0.0,2.2711,0.12,0.37,9.1262,Late Night
EVT05326,Contemporary Art Exhibition,Exhibition,Arts,International Conference Centre Abuja,CBD,Abuja,Nigeria,9.058226,7.494591,3000,7,5,500,10,0.944,2023-10-12,Thursday,3,10,Dry,13,15,20,7.7,0,0,0,1030,0.3433,0.057,0.24,Light Rain,1.3,0.88,25.6,1,0.293,0.8,1.0,1.0,0.9,0,0,185,3.56,Low,32,265,36,0,,0,1,0,1.0299,0.0,0.08,0.0,2.8423,0.12,0.707,6.9383,Evening
EVT09112,Tech Summit,Conference,Business,Etihad Stadium,East Manchester,Manchester,UK,53.4824,-2.201171,53400,8,10,5000,5,0.831,2024-05-29,Wednesday,2,5,Spring,12,45,19,7.1,0,0,0,29126,0.5454,0.414,0.47,Snow,1.65,0.7,0.6,4,0.356,1.0,1.0,1.0,1.0,1,0,12934,86.97,Very High,3089,175,40,0,,0,1,0,1.0908,0.0,0.0,0.4,0.0505,0.6,0.644,10.2794,Evening
EVT08561,Wireless Festival,Music Festival,Music,Etihad Stadium,East Manchester,Manchester,UK,53.483297,-2.199945,53400,8,10,5000,5,0.831,2023-07-10,Monday,0,7,Summer,16,15,23,7.6,0,0,0,44524,0.8338,0.175,0.47,Light Rain,1.22,0.94,18.1,1,0.796,1.0,1.0,1.0,1.0,0,1,42540,97.97,Very High,9048,329,14,0,,1,0,0,1.6676,1.22,0.0,0.6,1.5229,0.12,0.204,10.7038,Night
EVT03680,Charity 10K Run,Marathon/Run,Sports,Wembley Stadium,Wembley,London,UK,51.556266,-0.279911,90000,9,25,10000,3,1.161,2024-05-14,Tuesday,1,5,Spring,7,45,11,4.0,0,0,0,61788,0.6865,0.135,0.246,Overcast,1.04,0.98,27.4,2,0.301,1.0,1.0,1.0,1.0,0,0,9485,83.02,Very High,2384,187,17,1,0.767,0,0,0,0.6865,0.0,0.0,0.0,2.2083,0.26,0.699,11.0315,Midday
EVT12486,Style Week,Fashion Show,Lifestyle,Eagle Square Abuja,Central Area,Abuja,Nigeria,9.056858,7.489979,20000,7,3,2000,12,0.884,2023-11-03,Friday,4,11,Dry,18,30,20,2.5,0,0,0,15240,0.762,0.296,0.659,Clear,1.0,1.0,7.6,0,0.779,1.0,0.88,1.0,0.9,0,0,8960,82.05,Very High,2281,321,16,1,0.819,0,1,0,2.286,0.0,0.042,0.0,0.697,0.0,0.221,9.6317,Evening
EVT10184,Crossover Night,New Year Party,Nightlife,Lekki Phase 1 Event Park,Lekki,Lagos,Nigeria,6.469781,3.484036,3000,6,14,600,18,0.943,2024-08-25,Sunday,6,8,Rainy,19,0,2,7.6,1,0,0,2463,0.821,0.17,0.624,Clear,1.0,1.0,66.5,3,0.488,1.0,1.0,0.85,0.9,0,0,1146,36.68,Medium,222,243,14,0,,1,0,1,3.284,1.0,0.0375,0.0,7.3834,0.42,0.512,7.8095,Late Night
EVT06369,Title Fight Night,Boxing/MMA Event,Sports,GTBank Garage Ikeja,Ikeja,Lagos,Nigeria,6.548612,3.349263,4000,6,8,800,15,1.007,2024-02-22,Thursday,3,2,Harmattan,18,45,22,4.6,0,0,0,2697,0.6743,0.142,0.479,Partly Cloudy,1.02,1.0,77.2,1,0.178,0.75,0.55,1.0,1.0,0,0,1150,36.79,Medium,243,325,10,1,0.382,1,0,0,2.6972,1.02,0.2575,0.0,8.3062,0.12,0.822,7.9003,Night
EVT08106,Nite of a Thousand Laughs,Comedy Show,Entertainment,GTBank Garage Ikeja,Ikeja,Lagos,Nigeria,6.547268,3.349586,4000,6,8,800,15,1.007,2024-07-18,Thursday,3,7,Rainy,20,15,22,2.3,0,0,0,3169,0.7923,0.201,0.313,Light Rain,1.3,0.88,37.3,1,0.453,0.7,0.55,0.85,0.9,0,0,785,27.29,Medium,135,283,12,1,0.444,1,0,0,3.1692,1.3,0.315,0.0,4.0132,0.12,0.547,8.0615,Night
EVT03792,Man City vs Arsenal — Cup Final,Football Match,Sports,AO Arena Manchester,City Centre,Manchester,UK,53.488192,-2.244153,21000,9,40,2000,4,1.086,2024-02-24,Saturday,5,2,Winter,18,45,20,2.3,1,0,0,15278,0.7275,0.087,0.377,Overcast,1.04,0.98,54.5,0,0.496,1.0,0.6,1.0,1.0,1,0,7845,79.93,Very High,1467,192,31,0,,0,1,0,0.7275,0.0,0.0,0.4,4.9761,0.0,0.504,9.6342,Evening
EVT08203,Style Week,Fashion Show,Lifestyle,Oriental Hotel Lagos,Victoria Island,Lagos,Nigeria,6.427829,3.418187,1500,7,7,250,9,0.954,2024-08-15,Thursday,3,8,Rainy,21,0,23,2.7,0,0,0,688,0.4587,0.303,0.618,Storm,1.8,0.55,,0,0.128,0.85,0.7,1.0,1.0,0,0,666,23.43,Low,212,301,17,1,0.791,1,0,0,1.3761,1.8,0.165,0.0,3.2476,0.0,0.872,6.5352,Night
EVT04072,Style Week,Fashion Show,Lifestyle,NEC Birmingham,NEC,Birmingham,UK,52.451895,-1.726281,18000,8,5,7000,6,0.972,2023-12-14,Thursday,3,12,Winter,19,30,21,2.6,0,0,1,11667,0.6482,0.393,0.66,Overcast,1.04,0.98,12.6,1,0.478,1.0,0.75,1.0,1.0,1,0,8360,80.97,Very High,1645,216,23,1,0.807,0,1,0,1.2964,0.0,0.0,0.4,1.1669,0.12,0.522,9.3646,Evening
EVT13397,The Lion King,Theatre Show,Arts,SSE Arena Wembley,Wembley,London,UK,51.551675,-0.280622,12500,9,15,1500,4,0.935,2024-03-20,Wednesday,2,3,Spring,19,15,21,2.0,0,0,0,8040,0.6432,0.216,0.504,Overcast,1.04,0.98,47.5,4,0.376,1.0,0.88,1.0,1.0,0,0,2497,56.01,High,473,212,34,0,,0,1,0,0.6432,0.0,0.0,0.0,4.5526,0.6,0.624,8.9923,Evening
EVT03038,Presidential Townhall,Political Rally,Politics,Eko Atlantic City Arena,Eko Atlantic,Lagos,Nigeria,6.412278,3.420069,8000,5,4,1500,20,0.924,2024-06-24,Monday,0,6,Rainy,15,30,18,3.8,0,0,0,3505,0.4381,0.025,0.22,Heavy Rain,1.55,0.72,74.0,1,0.254,0.7,0.55,0.85,0.75,0,0,642,22.62,Low,174,267,21,1,0.69,0,1,0,2.1905,0.0,0.315,0.0,7.4094,0.12,0.746,8.1622,Evening
EVT03560,Eyo Festival,Cultural Festival,Culture,Royal Albert Hall,Kensington,London,UK,51.501112,-0.177957,5272,9,12,200,5,0.926,2023-02-13,Monday,0,2,Winter,15,15,19,4.7,0,0,0,3252,0.6168,0.088,0.208,Heavy Rain,1.42,0.85,29.7,1,0.239,1.0,0.88,1.0,1.0,0,0,534,18.73,Low,122,127,17,1,0.575,0,1,0,0.6168,0.0,0.0,0.0,3.1033,0.12,0.761,8.0873,Evening
EVT11081,Google for Africa Summit,Tech Summit,Business,SSE Arena Wembley,Wembley,London,UK,51.551796,-0.279789,12500,9,15,1500,4,0.935,2023-12-23,Saturday,5,12,Winter,11,15,18,7.0,1,0,1,8774,0.7019,0.411,0.597,Light Rain,1.22,0.94,,2,0.168,1.0,0.75,1.0,1.0,0,0,5173,71.67,High,1429,215,41,0,,0,1,0,0.7019,0.0,0.0,0.0,3.6421,0.26,0.832,9.0797,Evening
EVT07000,Voter Mobilisation Drive,Political Rally,Politics,Royal Albert Hall,Kensington,London,UK,51.501507,-0.177496,5272,9,12,200,5,0.926,2024-12-01,Sunday,6,12,Winter,12,45,15,3.2,1,0,1,4078,0.7735,0.05,0.168,Clear,1.0,1.0,79.1,0,0.421,1.0,0.88,1.0,1.0,0,0,923,31.13,Medium,308,102,27,1,0.626,0,0,0,0.7735,0.0,0.0,0.0,8.2651,0.0,0.579,8.3136,Afternoon
EVT13431,Christmas Carol Service,Religious Service,Religion,Brixton Academy,Brixton,London,UK,51.464303,-0.114284,5000,9,30,50,5,1.24,2024-08-22,Thursday,3,8,Summer,8,0,11,3.5,0,0,0,3790,0.758,0.025,0.291,Clear,1.0,1.0,17.7,4,0.35,1.0,0.75,1.0,1.0,0,0,584,20.55,Low,101,90,27,1,0.711,0,0,0,0.758,0.0,0.0,0.0,1.8598,0.6,0.65,8.2404,Midday
EVT08870,Eyo Festival,Cultural Festival,Culture,Utilita Arena Birmingham,City Centre,Birmingham,UK,52.486658,-1.889996,15800,8,18,1000,5,0.87,2023-11-23,Thursday,3,11,Autumn,14,30,21,7.8,0,0,0,8834,0.5591,0.045,0.199,Heavy Rain,1.42,0.85,4.4,0,0.022,1.0,0.88,1.0,1.0,0,0,1967,50.49,High,508,217,30,1,0.771,0,1,0,1.1182,0.0,0.0,0.0,0.4125,0.0,0.978,9.0865,Evening
EVT12901,Title Fight Night,Boxing/MMA Event,Sports,Tafawa Balewa Square,Lagos Island,Lagos,Nigeria,6.454472,3.39536,50000,8,6,2000,5,1.033,2024-04-05,Friday,4,4,Dry,20,30,23,3.8,0,0,0,42689,0.8538,0.149,0.354,Light Rain,1.3,0.88,43.5,2,0.73,0.9,0.6,1.0,1.0,0,0,18697,90.95,Very High,4061,460,12,1,0.796,1,0,0,1.7076,1.3,0.18,0.0,3.6803,0.26,0.27,10.6617,Night
EVT05031,International Food Fair,Food Festival,Lifestyle,National Theatre Lagos,Iganmu,Lagos,Nigeria,6.462737,3.376756,5000,6,3,600,15,1.068,2023-10-15,Sunday,6,10,Dry,15,30,21,6.3,1,0,0,2444,0.4888,0.118,0.271,Partly Cloudy,1.02,1.0,26.0,2,0.325,1.0,1.0,0.85,1.0,0,0,542,19.01,Low,108,205,31,1,0.642,0,1,0,1.9552,0.0,0.0375,0.0,2.7318,0.26,0.675,7.8018,Evening
EVT12761,Revival Night,Religious Service,Religion,Emirates Stadium,Holloway,London,UK,51.555302,-0.108924,60260,9,22,2500,4,0.889,2024-07-21,Sunday,6,7,Summer,11,30,14,3.3,1,0,0,40763,0.6765,0.025,0.283,Overcast,1.04,0.98,42.1,1,0.118,1.0,0.88,1.0,1.0,0,0,8647,81.53,Very High,2031,214,27,0,,0,0,0,0.6765,0.0,0.0,0.0,3.5065,0.12,0.882,10.6156,Afternoon
EVT06925,Wedding Gala Night,Wedding,Private,Old Trafford,Trafford,Manchester,UK,53.463349,-2.291418,74310,8,15,8000,5,1.051,2024-04-29,Monday,0,4,Spring,17,15,0,7.7,0,0,0,54891,0.7387,0.348,0.541,Light Rain,1.22,0.94,5.2,1,0.585,1.0,1.0,1.0,1.0,0,0,34147,96.65,Very High,10088,164,20,1,0.931,1,0,0,1.4774,1.22,0.0,0.0,0.4257,0.12,0.415,10.9131,Late Night
EVT02038,Presidential Townhall,Political Rally,Politics,Oriental Hotel Lagos,Victoria Island,Lagos,Nigeria,6.428172,3.418065,1500,7,7,250,9,0.954,2023-06-05,Monday,0,6,Rainy,13,30,17,4.1,0,0,0,1269,0.846,0.016,0.185,Clear,1.0,1.0,60.8,1,0.626,0.7,0.55,0.7,0.9,0,0,174,3.09,Low,46,292,14,1,0.574,0,0,0,2.538,0.0,0.3525,0.0,7.3131,0.12,0.374,7.1468,Afternoon
EVT05164,Stand Up Night,Comedy Show,Entertainment,GTBank Garage Ikeja,Ikeja,Lagos,Nigeria,6.548622,3.349712,4000,6,8,800,15,1.007,2024-03-11,Monday,0,3,Dry,19,30,21,2.5,0,0,0,3344,0.836,0.134,0.401,Humid,1.08,0.97,45.3,1,0.475,1.0,1.0,1.0,0.75,0,0,1207,38.07,Medium,245,328,24,0,,0,1,0,3.344,0.0,0.0,0.0,4.874,0.12,0.525,8.1152,Evening
EVT11319,Style Week,Fashion Show,Lifestyle,ExCeL London,Royal Docks,London,UK,51.507211,0.03564,15000,8,6,2000,7,0.96,2023-07-25,Tuesday,1,7,Summer,17,30,20,3.2,0,0,0,12518,0.8345,0.217,0.485,Light Rain,1.22,0.94,9.4,1,0.444,1.0,0.75,1.0,1.0,0,0,5016,71.08,High,1356,237,27,0,,0,1,0,1.669,0.0,0.0,0.0,0.8855,0.12,0.556,9.435,Evening
EVT00998,Africa Fashion International,Fashion Show,Lifestyle,Utilita Arena Birmingham,City Centre,Birmingham,UK,52.486961,-1.890532,15800,8,18,1000,5,0.87,2024-07-18,Thursday,3,7,Summer,20,0,23,3.7,0,0,0,9561,0.6051,0.306,0.627,Light Rain,1.22,0.94,27.1,3,0.534,1.0,0.75,1.0,1.0,0,0,4592,69.33,High,968,225,8,0,,1,0,0,1.2102,1.22,0.0,0.0,2.5403,0.42,0.466,9.1656,Night
EVT05353,Friday Night Sessions,Club Night,Nightlife,Alexandra Palace,Wood Green,London,UK,51.593453,-0.109501,10500,8,8,1200,6,1.116,2024-11-30,Saturday,5,11,Autumn,23,45,3,4.3,1,0,0,7087,0.675,0.054,0.631,Light Rain,1.22,0.94,1.7,0,0.375,1.0,1.0,1.0,1.0,0,0,7481,79.1,Very High,2147,270,8,1,0.71,1,0,1,1.35,1.22,0.0,0.0,0.1657,0.0,0.625,8.8662,Late Night
EVT14989,Chelsea vs Tottenham Derby,Football Match,Sports,Resorts World Arena,NEC,Birmingham,UK,52.452239,-1.725293,16000,8,8,6000,6,1.054,2024-03-12,Tuesday,1,3,Spring,20,0,22,2.1,0,0,0,13642,0.8526,0.057,0.341,Clear,1.0,1.0,59.7,2,0.272,1.0,0.88,1.0,1.0,0,0,4051,66.68,High,768,239,12,1,0.62,1,0,0,1.7052,1.0,0.0,0.0,5.5897,0.26,0.728,9.521,Night
